,uic_code,code_gare,rg_libelle,alias_libelle_noncontraint,commune_libellemin,latitude_entreeprincipale_wgs84,longitude_entreeprincipale_wgs84
1654,0087171728,02881,GARES C CHAMPAGNE ARDENNE,Loivre,Loivre,49.3466786,3.9906699
1655,0087611053,01065,GARES B MIDI PYRENEES,Longages - Noé,Longages,43.3563239,1.2519529
1656,0087712620,00679,GARES C BOURGOGNE,Longecourt-en-Plaine,Aiserey,47.1937936,5.1346952
1657,0087393611,01950,GARES B IDF LIGNE C,Longjumeau,Longjumeau,48.7020364,2.2943957
1658,0087271775,02531,GARES C PICARDIE,Longpont,Longpont,49.2726851,3.2301676
1659,0087313122,02308,GARES B PICARDIE,Longpré-les-Corps-Saints,Longpré-les-Corps-Saints,50.01128,2.00277
1660,0087313817,02263,GARES C HAUTE NORMANDIE,Longroy - Gamaches,Longroy,49.9818917,1.5526598
1661,0087313049,02316,GARES B PICARDIE,Longueau,Longueau,49.86344,2.35215
1662,0087272195,02518,GARES C PICARDIE,Longueil-Annel,Longueil-Annel,49.4672441,2.8634086
1663,0087276303,02490,GARES C PICARDIE,Longueil-Sainte-Marie,Longueil-Sainte-Marie,49.3425377,2.7175537
1664,0087411447,01868,GARES C HAUTE NORMANDIE,Longuerue - Vieux-Manoir,Vieux-Manoir,49.5566781,1.2762275
1665,0087116137,03040,GARES B IDF LIGNE P,Longueville,Longueville,48.513703,3.249822
1666,0087415141,01844,GARES C HAUTE NORMANDIE,Longueville-sur-Scie,Longueville-sur-Scie,49.7917558,1.1103434
1667,0087194274,02672,GARES C LORRAINE,Longuyon,Longuyon,49.4442555,5.604482
1668,0087194001,02674,GARES B LORRAINE,Longwy,Longwy,49.5129923,5.7696358
1669,0087718239,00619,GARES B FRANCHE COMTE,Lons-le-Saunier,Lons-le-Saunier,46.668580,5.551108
1670,0087286112,02420,GARES C NORD PAS DE CALAIS,Loos lez Lille,Loos,50.6128165,3.0170581
1671,0087345033,02141,GARES C NORD PAS DE CALAIS,Loos-en-Gohelle,Loos-en-Gohelle,50.4378798,2.7933955
1672,0087576157,01332,GARES C CENTRE,Loreux,Loreux,47.3902731,1.8345356
1673,0087476002,01683,GARE LORIENT,Lorient Bretagne Sud,Lorient,47.755597,-3.366221
1674,0087761262,00175,GARES C RHONE,Loriol-sur-Drôme,Loriol-sur-Drôme,44.7544973,4.8171679
1675,0087142109,02956,GARE LORRAINE TGV,Lorraine TGV,Louvigny,48.947773,6.169838
1676,0087597104,01084,GARES C CENTRE,Lothiers,Tendu,46.6946801,1.5629763
1677,0087473389,03156,GARES C BRETAGNE,Loudéac,,,
1678,0087713735,00646,GARES C BOURGOGNE,Louhans,Louhans,46.6309,5.2174853
1679,0087673673,00852,GARES C AQUITAINE,Louhossoa,Louhossoa,43.3057578,-1.3624626
1680,0087491290,01505,GARES C POITOU CHARENTES,Loulay,Loulay,46.0435165,-0.5017525
1681,0087343475,02144,GARES C NORD PAS DE CALAIS,Lourches,Lourches,50.3102834,3.3434016
1682,0087671339,00889,GARE LOURDES,Lourdes,Lourdes,43.100370,-0.042174
1683,0087611178,01055,GARES C MIDI PYRENEES,Loures - Barbazan,Loures-Barousse,43.021075,0.6104494
1684,0087641050,00932,GARES C AUVERGNE,Louroux-de-Bouble,Louroux-de-Bouble,46.2241289,2.9849368
1685,0087382457,02034,GARES B IDF LIGNE L,Louveciennes,Louveciennes,48.8610361,2.1230176
1686,0087478511,01642,GARES C PAYS DE LA LOIRE,Louverné,Louverné,48.1088564,-0.7144109
1687,0087276253,02494,GARES B IDF LIGNE D,Louvres,Louvres,49.0496573,2.5018967
1688,0087295535,02362,GARES C NORD PAS DE CALAIS,Louvroil,Louvroil,50.2683469,3.9535768
1689,0087721423,00578,GARES B RHONE ALPES,Lozanne,Lozanne,45.854140,4.681501
1690,0087597096,01085,GARES C CENTRE,Luant,Luant,46.7357683,1.5901964
1691,0087594671,01128,GARES C LIMOUSIN,Lubersac,Lubersac,45.4446152,1.3888289
1692,0087734368,00431,GARES C LANGUEDOC ROUSSILLON,Luc,Luc,44.654092,3.8915631
1693,0087761874,00165,GARES C RHONE,Luc-en-Diois,Luc-en-Diois,44.6136615,5.4546227
1694,0087615773,00942,GARES C MIDI PYRENEES,Luc-la-Primaube,Luc-la-Primaube,44.2913982,2.5544751
1695,0087576363,01316,GARES C CENTRE,Luçay-le-Mâle,Luçay-le-Mâle,47.1329836,1.4358257
1696,0087394015,01938,GARES C CENTRE,Lucé,Lucé,48.4366725,1.4529681
1697,0087486258,01547,GARES C PAYS DE LA LOIRE,Luçon,Luçon,46.4638232,-1.1674217
1698,0087683672,00771,GARES C BOURGOGNE,Lucy-sur-Cure - Bessy,Lucy-sur-Cure,47.6281383,3.7458789
1699,0087581181,01302,GARES C AQUITAINE,Ludon-Médoc,Ludon-Médoc,44.9744015,-0.6118009
1700,0087141481,02976,GARES C LORRAINE,Ludres,Ludres,48.6219545,6.1709118
1701,0087172189,02860,GARES C CHAMPAGNE ARDENNE,Lumes,Lumes,49.7327973,4.7833571
1702,0087781575,00068,GARES C LANGUEDOC ROUSSILLON,Lunas,Lunas,43.7095814,3.1948986
1703,0087773408,00128,GARES B LANGUEDOC ROUSSILLON,Lunel,Lunel,43.679392,4.131086
1704,0087773424,00127,GARES C LANGUEDOC ROUSSILLON,Lunel-Viel,Lunel-Viel,43.6811729,4.0937398
1705,0087576280,01322,GARES C CENTRE,Lunery,Lunery,46.9351795,2.275014
1706,0087141150,02988,GARES B LORRAINE,Lunéville,Lunéville,48.588233,6.497270
1707,0087672741,03089,GARES C AQUITAINE,Lurbe-Saint-Christau,Lurbe-Saint-Christau,43.12099,-0.60408
1708,0087185249,02750,GARES B FRANCHE COMTE,Lure,Lure,47.683269,6.4925787
1709,0087747667,00302,GARES C ALPES,Lus-la-Croix-Haute,Lus-la-Croix-Haute,44.6709898,5.6973678
1710,0087485540,01551,GARES C POITOU CHARENTES,Lusignan,Lusignan,46.4354949,0.116555
1711,0087575845,01341,GARES C POITOU CHARENTES,Lussac-les-Châteaux,Lussac-les-Châteaux,46.4051106,0.7186918
1712,0087182543,02787,GARES C ALSACE,Luttenbach-près-Munster,Luttenbach-près-Munster,48.0352559,7.1186307
1713,0087534347,02775,GARES C ALSACE,Lutterbach Tram-train,Lutterbach,47.7582136,7.276994
1714,0087182667,02775,GARES C ALSACE,Lutterbach,Lutterbach,47.7582136,7.276994
1715,0087215160,02572,GARES C LORRAINE,Lutzelbourg,Lutzelbourg,48.7299065,7.2516808
1716,0087214650,02585,GARES B ALSACE,Lutzelhouse,Lutzelhouse,48.51812,7.29391
1717,0087583823,01249,GARES C POITOU CHARENTES,Luxé,Luxé,45.8873947,0.1094107
1718,0087185595,02747,GARES C FRANCHE COMTE,Luxeuil-les-Bains,Luxeuil-les-Bains,47.8148606,6.3726593
1719,0087276576,02466,GARES B IDF LIGNE H,Luzarches,Luzarches,49.11719,2.42074
1720,0087611558,01033,GARES C MIDI PYRENEES,Luzenac - Garanou,Luzenac,42.7642849,1.7531248
1721,0087696534,00693,GARES C BOURGOGNE,Luzy,Luzy,46.7940793,3.9693245
1722,0087988717,00001,GARES B IDF LIGNE T4,Lycée Henri Sellier,Livry-Gargan,48.91646,2.51504
1723,0087721175,00589,GARES B RHONE ALPES,Lyon Gorge de Loup,Lyon,45.766078,4.804631
1724,0087282624,02425,GARES B RHONE ALPES,Lyon Jean Macé,Lyon,45.74495,4.84139
1725,0087723197,00534,GARE LYON PART DIEU,Lyon Part Dieu,Lyon,45.760559,4.859355
1726,0087722025,00553,GARE LYON PERRACHE,Lyon Perrache,Lyon,45.748476,4.825733
1727,0087762906,00164,GARE LYON ST EXUPERY TGV,Lyon Saint-Exupéry TGV,Colombier-Saugnieu,45.721109,5.074969
1728,0087721159,00590,GARES B RHONE ALPES,Lyon Saint-Paul,Lyon,45.766010,4.827057
1729,0087721001,00594,GARES B RHONE ALPES,Lyon Vaise,Lyon,45.779938,4.803960
1730,0087581199,01301,GARES C AQUITAINE,Macau,Macau,45.0040981,-0.6200068
1731,0087481366,01616,GARES C PAYS DE LA LOIRE,Machecoul,Machecoul-Saint-Même,46.9905038,-1.8227524
1732,0087745588,00363,GARES C ALPES,Machilly,Machilly,46.2512825,6.3282335
1733,0087725689,00502,GARES B BOURGOGNE,Mâcon,Mâcon,46.302572,4.824887
1734,0087725705,00501,GARE MACON LOCHE TGV,Mâcon Loché TGV,Mâcon,46.282884,4.778876
1735,0087781666,00065,GARES C LANGUEDOC ROUSSILLON,Magalas,Magalas,43.4675998,3.2295415
1736,0087281873,02427,GARES B IDF LIGNE E,Magenta,Paris,48.87986,2.35835
1737,0087746412,00345,GARES C ALPES,Magland,Magland,46.016945,6.6215075
1738,0087592279,01189,GARES C LIMOUSIN,Magnac - Vicq,Vicq-sur-Breuilh,45.6288007,1.4438445
1739,0087641365,00918,GARES C AUVERGNE,Magnette,Audes,46.4641418,2.6028771
1740,0087400986,01886,GARES C CHAMPAGNE ARDENNE,Magneux - Courlandon,Magneux,49.3100006,3.7331444
1741,0087394429,01922,GARES C CENTRE,Magny - Blandainville,Magny,48.3342906,1.2811066
1742,0087575068,01363,GARES C CENTRE,Maillé,Maillé,47.0533855,0.5830236
1743,0087683847,00766,GARES C BOURGOGNE,Mailly-la-Ville,Mailly-la-Ville,47.6041692,3.6751472
1744,0087394130,01936,GARES B CENTRE,Maintenon,Maintenon,48.5854793,1.5920651
1745,0087694406,03157,GARES C BOURGOGNE,Maison-Dieu (Yonne),,,
1746,0087681155,00844,GARES B IDF LIGNE D,Maisons-Alfort - Alfortville,Alfortville,48.802071,2.426977
1747,0087386425,02015,GARES B IDF LIGNE A,Maisons-Laffitte,Maisons-Laffitte,48.9456394,2.1443153
1748,0087681486,00828,GARES B IDF LIGNE D,Maisse,Maisse,48.393040,2.393120
1749,0087191106,02743,GARES B LORRAINE,Maizières-lès-Metz,Maizières-lès-Metz,49.2155349,6.1588762
1750,0087713065,00675,GARES C BOURGOGNE,Mâlain,Mâlain,47.3270025,4.8105362
1751,0087476689,01664,GARES C BRETAGNE,Malansac,Malansac,47.6756185,-2.2961796
1752,0087411256,01875,GARES C HAUTE NORMANDIE,Malaunay - Le Houlme,Houlme,49.5133331,1.0395776
1753,0087611871,01011,GARES C MIDI PYRENEES,Malause,Malause,44.0882672,0.9716854
1754,0087684415,00754,GARES C CENTRE,Malesherbes,Malesherbois,48.2934325,2.4012177
1755,0087191627,02727,GARES C LORRAINE,Malling,Malling,49.42152,6.302207
1756,0087718510,00605,GARES C FRANCHE COMTE,Mamirolle,Mamirolle,47.1998712,6.1617411
1757,0087757591,00194,GARES B COTE AZUR,Mandelieu-la-Napoule,Mandelieu-la-Napoule,43.523903,6.941313
1758,0087775064,00115,GARES C LANGUEDOC ROUSSILLON,Manduel - Redessan,Manduel,43.8264863,4.4793827
1759,0087694521,00733,GARES C BOURGOGNE,Manlay,Meursault,,
1760,0087751321,00294,GARES B PROV ALPES,Manosque - Gréoux-les-Bains,Manosque,43.8231945,5.7933241
1761,0087381590,02066,GARES B IDF LIGNE J,Mantes-la-Ville,Mantes-la-Jolie,48.98366,1.71581
1762,0087381509,02071,GARES B IDF LIGNE J,Mantes-la-Jolie,Mantes-la-Jolie,48.98984,1.70337
1763,0087485060,03087,GARES C POITOU CHARENTES,Marans,Marans,46.30433,-1.00127
1764,0087141796,02962,GARES C LORRAINE,Marbache,Marbache,48.8010405,6.1091755
1765,0087313445,02288,GARES C PICARDIE,Marcelcave,Marcelcave,49.8532165,2.5819031
1766,0087582445,01281,GARES B AQUITAINE,Marcheprime,Marcheprime,44.690543,-0.85381
1767,0087393470,01963,GARES B CENTRE,Marchezais - Broué,Broué,48.7684736,1.513444
1768,0087733667,02027,Gares C Ile-de-France,Mareil-Marly T13,Mareil-Marly,,
1769,0087382812,02027,Gares C Ile-de-France,Mareil-Marly,Mareil-Marly,48.8807466,2.0790676
1770,0087381715,02061,Gares C Ile-de-France,Mareil-sur-Mauldre,Mareil-sur-Mauldre,48.8936804,1.8715159
1771,0087317206,02228,GARES C NORD PAS DE CALAIS,Maresquel-Ecquemicourt,Maresquel-Ecquemicourt,50.4078186,1.9313418
1772,0087116665,03016,GARES C PICARDIE,Mareuil-sur-Ourcq,Mareuil-sur-Ourcq,49.1355418,3.075653
1773,0087581215,01300,GARES C AQUITAINE,Margaux,Margaux-Cantenac,45.0358307,-0.6854145
1774,0087271882,02527,GARES C PICARDIE,Margival,Margival,49.4393862,3.4027491
1775,0087213603,02621,GARES C ALSACE,Marienthal,Haguenau,48.781863,7.8231894
1776,0087611194,01054,GARES C MIDI PYRENEES,Marignac - Saint-Béat,Marignac,42.9155675,0.651998
1777,0087746347,00347,GARES B ALPES,Marignier,Marignier,46.0887815,6.507826
1778,0087485334,01559,GARES C POITOU CHARENTES,Marigny,Marigny,46.1990832,-0.428404
1779,0087296095,02347,GARES C PICARDIE,Marle sur Serre,Marle,49.747192,3.7695801
1780,0087116228,03036,GARES B IDF LIGNE P,Marles-en-Brie,Houssaye-en-Brie,48.733976,2.868099
1781,0087723767,00510,GARES B RHONE ALPES,Marlieux - Châtillon,Marlieux,46.0638765,5.0731097
1782,0087382465,02033,GARES B IDF LIGNE L,Marly-le-Roi,Marly-le-Roi,48.8713084,2.0965436
1783,0087576132,01334,GARES C CENTRE,Marmagne,Marmagne,47.1001505,2.2819971
1784,0087694182,00741,GARES C BOURGOGNE,Marmagne sous Creusot,Marmagne,46.8334607,4.3601911
1785,0087586545,01212,GARES B AQUITAINE,Marmande,Marmande,44.503019,0.168044
1786,0087111849,03072,GARE CHESSY MARNE LA VALLEE,Marne-la-Vallée Chessy,Chessy,48.869856,2.782720
1787,0087342188,02178,GARES C NORD PAS DE CALAIS,Maroeuil,Marœuil,50.322603,2.6983279
1788,0087545186,01468,GARES B IDF LIGNE C,Marolles-en-Hurepoix,Marolles-en-Hurepoix,48.565345,2.290327
1789,0087411249,01876,GARES C HAUTE NORMANDIE,Maromme,Maromme,49.479935,1.050485
1790,0087287169,02379,GARES C NORD PAS DE CALAIS,Marquette,Marquette-lez-Lille,50.6724025,3.0510262
1791,0087342469,02161,GARES C NORD PAS DE CALAIS,Marquillies,Marquillies,50.5477246,2.8661707
1792,0087317339,02220,GARES B NORD PAS DE CALAIS,Marquise - Rinxent,Rinxent,50.8056635,1.72988
1793,0087784629,00028,GARES C LANGUEDOC ROUSSILLON,Marquixanes,Marquixanes,42.6428224,2.4858388
1794,0087595207,01116,GARES C AQUITAINE,Marsac,Marsac-sur-l'Isle,45.1860541,0.6626174
1795,0087597625,01079,GARES C LIMOUSIN,Marsac,Marsac,46.0941348,1.585556
1796,0087781294,00072,GARES C LANGUEDOC ROUSSILLON,Marseillan Plage,Marseillan,43.3181964,3.5355281
1797,0087751081,00299,GARES B PROV ALPES,Marseille Blancarde,Marseille,43.29614391,5.406559
1798,0087751008,00300,GARE MARSEILLE ST CHARLES,Marseille Saint-Charles,Marseille,43.302666,5.380407
1799,0087313726,02269,GARES C PICARDIE,Marseille-en-Beauvaisis,Marseille-en-Beauvaisis,49.5709066,1.9546349
1800,0087615419,00953,GARES C MIDI PYRENEES,Marssac-sur-Tarn,Marssac-sur-Tarn,43.9151803,2.026913
1801,0087471367,01748,GARES C BRETAGNE,Martigné-Ferchaud,Martigné-Ferchaud,47.8321302,-1.3137943
1802,0087144295,02924,GARES C LORRAINE,Martigny-les-Bains,Martigny-les-Bains,48.1086889,5.8255764
1803,0087753509,00263,GARES C PROV ALPES,Martigues,Martigues,43.3929209,5.0257804
1804,0087611087,01062,GARES C MIDI PYRENEES,Martres-Tolosane,Martres-Tolosane,43.1962069,1.0167558
1805,0087783282,00059,GARES C LANGUEDOC ROUSSILLON,Marvejols,Marvejols,44.5446819,3.2810718
1806,0087471227,01755,GARES C PAYS DE LA LOIRE,Massérac,Massérac,47.6745316,-1.9144441
1807,0087594820,01122,GARES C LIMOUSIN,Masseret,Masseret,45.536175,1.5415396
1808,0087734871,00417,GARES C AUVERGNE,Massiac - Blesle,Massiac,45.2537695,3.1965518
1809,0087393579,01954,GARES B IDF LIGNE C,Massy - Palaiseau,Massy,48.7264211,2.2575281
1810,0087383281,02023,GARES B IDF LIGNE C,Massy - Verrières,Massy,48.7343097,2.2736721
1811,0087393702,01945,GARE MASSY TGV,Massy TGV,Massy,48.725758,2.261254
1812,0087214130,02610,GARES C ALSACE,Matzenheim,Matzenheim,48.3987556,7.6196003
1813,0087295006,02369,GARES B NORD PAS DE CALAIS,Maubeuge,Maubeuge,50.27298,3.96677
1814,0087381723,02060,GARES B IDF LIGNE J,Maule,Maule,48.90917,1.85708
1815,0087381483,02073,GARES B IDF LIGNE J,Maurecourt,Andrésy,48.98712,2.05963
1816,0087345546,02112,GARES C NORD PAS DE CALAIS,Maurois,Maurois,50.0674506,3.4562554
1817,0087645168,00903,GARES C AUVERGNE,Maurs,Maurs,44.7061543,2.1995656
1818,0087481150,01629,GARES C PAYS DE LA LOIRE,Mauves-sur-Loire,Mauves-sur-Loire,47.2930211,-1.3893042
1819,0087584466,01235,GARES C AQUITAINE,Mauzac-et-Grand-Castang,Mauzac-et-Grand-Castang,44.8558291,0.7899658
1820,0087485250,01564,GARES C POITOU CHARENTES,Mauzé-sur-le-Mignon,Mauzé-sur-le-Mignon,46.1995881,-0.6737264
1821,0087595728,01099,GARES C AQUITAINE,Mauzens-et-Miremont,Mauzens-et-Miremont,44.9768912,0.9571897
1822,0087396580,01890,GARES C PAYS DE LA LOIRE,Mayet,Mayet,47.7601465,0.2659384
1823,0087615542,00947,GARES C MIDI PYRENEES,Mazamet,Mazamet,43.4977847,2.3747346
1824,0087342121,02180,GARES C NORD PAS DE CALAIS,Mazingarbe,Mazingarbe,50.4608957,2.7005447
1825,0087116103,03042,GARES B IDF LIGNE P,Meaux,Meaux,48.957759,2.874041
1826,0087576116,01335,GARES C CENTRE,Mehun-sur-Yèvre,Mehun-sur-Yèvre,47.1394406,2.2071342
1827,0087682005,00819,GARES B IDF LIGNE D,Melun,Melun,48.527662,2.655404
1828,0087574244,01391,GARES C CENTRE,Menars,Menars,47.6450036,1.405617
1829,0087783605,00046,GARES C LANGUEDOC ROUSSILLON,Mende,Mende,44.522322,3.5019875
1830,0087381616,02065,Gares C Ile-de-France,Ménerville,,,
1831,0087141390,02982,GARES C LORRAINE,Ménil Flin,Flin,48.5050204,6.6592265
1832,0087681411,00832,GARES B IDF LIGNE D,Mennecy,Mennecy,48.5709075,2.4331650
1833,0087296434,02338,GARES C PICARDIE,Mennessis,Mennessis,49.6915989,3.2711145
1834,0087576728,01310,GARES C CENTRE,Mennetou-sur-Cher,Mennetou-sur-Cher,47.2688835,1.8765238
1835,0087756486,00218,GARES B COTE AZUR,Menton,Menton,43.774444,7.493300
1836,0087756494,00217,GARES B COTE AZUR,Menton Garavan,Menton,43.785202,7.517297
1837,0087574194,01393,GARES B CENTRE,Mer,Mer,47.705860,1.506373
1838,0087611525,01035,GARES C MIDI PYRENEES,Mérens-les-Vals,Mérens-les-Vals,42.6594883,1.8371278
1839,0087611814,01017,GARES C MIDI PYRENEES,Mérenvielle,Mérenvielle,43.6365051,1.1503303
1840,0087313064,02314,GARES C PICARDIE,Méricourt - Ribemont,Méricourt-l'Abbé,49.9556384,2.5726254
1841,0087276675,02456,GARES B IDF LIGNE H,Mériel,Mériel,49.07777,2.20528
1842,0087278259,02446,GARES C BORDEAUX METRO,Mérignac Arlac,Mérignac,44.8265601,-0.6261402
1843,0087184408,03231,GARES C FRANCHE COMTE,Méroux,Meroux-Moval,47.58659,6.89903
1844,0087142406,02948,GARES C CHAMPAGNE ARDENNE,Merrey,Merrey,48.0540899,5.5949561
1845,0087213207,02632,GARES C ALSACE,Mertzwiller,Mertzwiller,48.872013,7.6781895
1846,0087313668,02275,GARES B PICARDIE,Méru,Méru,49.23233,2.13254
1847,0087713701,00647,GARES C BOURGOGNE,Mervans,Mervans,46.7988928,5.1794099
1848,0087182725,02769,GARES C ALSACE,Merxheim,Merxheim,47.9126413,7.3022795
1849,0087276667,02457,GARES B IDF LIGNE H,Méry-sur-Oise,Méry-sur-Oise,49.05766,2.19074
1850,0087471185,01758,GARES B BRETAGNE,Messac - Guipry,Guipry-Messac,47.82225,-1.81822
1851,0087141499,02975,GARES C LORRAINE,Messein,Messein,48.6128788,6.1378364
1852,0087696187,00713,GARES C BOURGOGNE,Mesves - Bulcy,Mesves-sur-Loire,47.2420755,3.0065175
1853,0087694158,00744,GARES C BOURGOGNE,Mesvres,Mesvres,46.862799,4.2449659
1854,0087192039,02718,GARE METZ VILLE,Metz,Metz,49.109545,6.176593
1855,0087192070,02717,GARES C LORRAINE,Metz Nord,Rombas,49.13673,6.16791
1856,0087182816,02767,GARES C ALSACE,Metzeral,Metzeral,48.0133301,7.0733383
1857,0087191338,02735,GARES C LORRAINE,Metzervisse,Metzervisse,49.3179579,6.2838554
1858,0087393108,01988,GARES B IDF LIGNE N,Meudon,Meudon,48.8147527,2.2410999
1859,0087393082,01989,GARES B IDF LIGNE C,Meudon Val Fleury,Meudon,48.8079884,2.2409045
1860,0087381830,02054,GARES B IDF LIGNE J,Meulan - Hardricourt,Hardricourt,49.00564,1.90213
1861,0087574137,01396,GARES B CENTRE,Meung-sur-Loire,Meung-sur-Loire,47.829926,1.691928
1862,0087345272,02125,GARES C NORD PAS DE CALAIS,Meurchin,Meurchin,50.4970516,2.8930903
1863,0087713560,00657,GARES C BOURGOGNE,Meursault,Meursault,46.9690497,4.7954444
1864,0087147322,02909,GARE MEUSE TGV,Meuse TGV,Trois-Domaines,48.978549,5.270954
1865,0087723585,00517,GARES B RHONE ALPES,Meximieux - Pérouges,Meximieux,45.901615,5.193534
1866,0087594275,01148,GARES C LIMOUSIN,Meymac,Meymac,45.5302313,2.1640905
1867,0087751370,00292,GARES C PROV ALPES,Meyrargues,Meyrargues,43.6440076,5.5395738
1868,0087725838,00494,GARES C ALPES,Mézériat,Mézériat,46.2350502,5.046622
1869,0087444208,01813,GARES B BASSE NORMANDIE,Mézidon-Canon,Mézidon Vallée d'Auge,49.07100,-0.07496
1870,0087575704,01342,GARES C POITOU CHARENTES,Mignaloux - Nouaillé,Mignaloux-Beauvoir,46.5261427,0.4117391
1871,0087595538,01104,GARES C AQUITAINE,Milhac-d'Auberoche,Bassillac et Auberoche,45.1290571,0.9180406
1872,0087775098,00113,GARES C LANGUEDOC ROUSSILLON,Milhaud,Milhaud,43.7884886,4.3033268
1873,0087784546,00031,GARES C LANGUEDOC ROUSSILLON,Millas,Millas,42.6888961,2.6937502
1874,0087783001,00063,GARES C MIDI PYRENEES,Millau,Millau,44.102344,3.074570
1875,0087313700,02271,GARES C PICARDIE,Milly-sur-Thérain,Milly-sur-Thérain,49.5035256,1.988233
1876,0087478131,01649,GARES C BRETAGNE,Miniac-Morvan,Miniac-Morvan,48.5315134,-1.914787
1877,0087723726,00514,GARES C RHONE,Mionnay,Mionnay,45.8966784,4.919752
1878,0087753004,00274,GARES B PROV ALPES,Miramas,Miramas,43.580704,5.000264
1879,0087342030,02188,GARES C PICARDIE,Miraumont,Miraumont,50.0958521,2.7344755
1880,0087144212,02928,GARES B LORRAINE,Mirecourt,Mirecourt,48.299243,6.129651
1881,0087723528,00523,GARES B RHONE ALPES,Miribel,Miribel,45.822088,4.953940
1882,0087718049,00628,GARES C FRANCHE COMTE,Miserey-Salines,Miserey-Salines,47.2854733,5.9636746
1883,0087271528,02539,GARES B IDF LIGNE B,Mitry - Claye,Mitry-Mory,48.97569,2.64247
1884,0087742007,00388,GARES B ALPES,Modane,Modane,45.193365,6.658161
1885,0087172155,02862,GARES C CHAMPAGNE ARDENNE,Mohon,Charleville-Mézières,49.752584,4.73313
1886,0087747329,00316,GARES B ALPES,Moirans,Moirans,45.322185,5.581915
1887,0087747691,00301,GARES B ALPES,Moirans La Galifette,Moirans,45.324154,5.565170
1888,0087611889,01010,GARES C MIDI PYRENEES,Moissac,Moissac,44.1024178,1.077345
1889,0087316497,03158,GARES C PICARDIE,Moliens,,,
1890,0087775528,00092,GARES C LANGUEDOC ROUSSILLON,Molières-sur-Cèze,Brignon,,
1891,0087743591,00373,GARES C FRANCHE COMTE,Molinges,Chassal-Molinges,46.3570706,5.7682135
1892,0087214577,02591,GARES B ALSACE,Molsheim,Molsheim,48.53705,7.50044
1893,0087212142,02664,GARES B ALSACE,Mommenheim,Mommenheim,48.7561587,7.6422273
1894,0087747592,00304,GARES C ALPES,Monestier-de-Clermont,Monestier-de-Clermont,44.911996,5.6339702
1895,0087683557,00779,GARES C BOURGOGNE,Monéteau - Gurgy,Monéteau,47.8507856,3.5798071
1896,0087734335,00434,GARES C AUVERGNE,Monistrol-d'Allier,Monistrol-d'Allier,44.9696648,3.6500424
1897,0087574681,01372,GARES C CENTRE,Monnaie,Monnaie,47.4987491,0.7932851
1898,0087545111,01475,Gares C Ile-de-France,Monnerville,Monnerville,48.3484915,2.0320595
1899,0087586453,01215,GARES C AQUITAINE,Monsempron-Libos,Monsempron-Libos,44.486631,0.9412277
1900,0087287128,02381,GARES C NORD PAS DE CALAIS,Mont de Terre,Lille,50.6176672,3.0966031
1901,0087763508,00157,GARES C PROV ALPES,Mont-Dauphin - Guillestre,Eygliers,44.6746283,6.6156027
1902,0087671016,00894,GARES B AQUITAINE,Mont-de-Marsan,Mont-de-Marsan,43.884898,-0.50466
1903,0087641472,00910,GARES C AUVERGNE,Mont-Dore,Mont-Dore,45.5793192,2.8047389
1904,0087784793,00015,GARES C LANGUEDOC ROUSSILLON,Mont-Louis - La Cabanasse,Cabanasse,42.5020902,2.1131379
1905,0087342196,03161,,Mont-St-Éloi,,,
1906,0087141143,02989,GARES C LORRAINE,Mont-sur-Meurthe,Mont-sur-Meurthe,48.5599456,6.4496444
1907,0087594135,01153,GARES C LIMOUSIN,Montaignac-Saint-Hippolyte,Montaignac-Saint-Hippolyte,45.3546898,1.9797531
1908,0087481465,01608,GARES B PAYS DE LA LOIRE,Montaigu,Montaigu-Vendée,46.983705,-1.316236
1909,0087597674,01077,GARES C LIMOUSIN,Montaigut-le-Blanc,Montaigut-le-Blanc,46.1367425,1.7339815
1910,0087684001,00765,GARES B CENTRE,Montargis,Montargis,48.006862,2.742783
1911,0087615369,00955,GARES B MIDI PYRENEES,Montastruc-la-Conseillère,Montastruc-la-Conseillère,43.715985,1.597900
1912,0087276618,02462,GARES C PICARDIE,Montataire,Montataire,49.2510365,2.4362155
1913,0087611244,01052,GARE MONTAUBAN VILLE BOURBON,Montauban Ville Bourbon,Montauban,44.014387,1.341496
1914,0087471086,01765,GARES B BRETAGNE,Montauban-de-Bretagne,Montauban-de-Bretagne,48.190241,-2.052675
1915,0087612010,01002,GARES C MIDI PYRENEES,Montaudran,Toulouse,43.5734591,1.4804356
1916,0087672113,00883,GARES C AQUITAINE,Montaut Bétharram,Montaut,43.1269731,-0.1982813
1917,0087713131,00670,GARES B BOURGOGNE,Montbard,Montbard,47.618747,4.336160
1918,0087718866,00595,GARES C FRANCHE COMTE,Montbarrey,Montbarrey,47.0359922,5.6366081
1919,0087611699,01024,GARES C MIDI PYRENEES,Montbartier,Montbartier,43.9241555,1.264501
1920,0087571406,01424,GARES C CENTRE,Montbazon,Montbazon,47.2917191,0.7214769
1921,0087184523,02756,GARES B FRANCHE COMTE,Montbéliard,Montbéliard,47.5105086,6.8013763
1922,0087696401,00701,GARES C AUVERGNE,Montbeugny,,,
1923,0087396044,01914,GARES C PAYS DE LA LOIRE,Montbizot,Montbizot,48.151513,0.1908607
1924,0087171256,02904,GARES C CHAMPAGNE ARDENNE,Montbré,Montbré,49.1942075,4.0388482
1925,0087726448,00478,GARES B RHONE ALPES,Montbrison,Montbrison,45.604454,4.078282
